site,title,company,location,description,"Jumlah Perguruan Tinggi di Bawah Kementerian Riset, Teknologi dan Pendidikan Tinggi","Jumlah Mahasiswa di Bawah Kementerian Riset, Teknologi dan Pendidikan Tinggi",Jumlah lulusan sarjana 2020,Jumlah lulusan sarjana 2021,Persentase lulusan SMA/SMK 2020,Persentase lulusan SMA/SMK 2021,Jumlah penduduk perprovinsi 2020,Jumlah penduduk perprovinsi 2021,Persentase pengangguran 2020,Persentase pengangguran 2021
linkedin,Java Software Engineer,Binar Academy,DKI Jakarta,"Binar Academy aims to unlock and channel human potential so we can help the world turn into a better place. One of the ways we strive to do that is to channel potential talents to impactful opportunities using our very own job connector, Binar Job Connect.Binar Job Connect is currently looking for Backend Developer for our hiring partner. This opportunity will allow you to be hired and work for Indonesia's state-owned bank (BUMN), Financial Company, Insurance Company, Fintech Company.Qualifications:At least 2 year experience in Java 8 and aboveFamiliar with Spring, Hibernate/ORMFamiliar with messaging concept using Kafka or similar applicationFamililiar in either Oracle or PostgreSQL is an advantageFamiliar with microservice concept and applicationFamiliar in financial industry is an advantage",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Senior Data Scientist,SQE (S-Quantum Engine),DKI Jakarta,"The S-Quantum Engine is Sinarmas Financial Services' Digital Factory - focused on transforming one of Indonesia's largest financial services groups to match the increasingly digital demands of today's financial services sector.What You Need to DoWork together with different teams, like product managers and engineers, to make new and better financial recommendation and forecasting tools.Work with other data scientists to come up with ideas, do tests, and give useful information to the product team to make our products better.Define key metrics and create dashboards to measure the performance and effectiveness of our financial products.Foster a culture of data-informed decision-making and rigor to drive tangible business impact.Mentor and coach fellow data scientists and take on leadership responsibilities within the broader data science community in the organization.Job requirements5+ years of experience, preferably in the financial services industry.Proficiency in Python, scikit-learn, TensorFlow, or PyTorch.Proven track record of deploying, optimizing and scaling models in real-world scenarios.Demonstrated expertise as a Data Scientist using experimentation methods and advanced statistical modeling for product development.Hands-on experience synthesizing insights from data using tools such as Python, R, SQL, and data visualization tools like Tableau.Strong communication and presentation skills.Excellent problem-solving skills and the ability to work independently and in a team.Experience with financial data and familiarity with financial concepts is a plus.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Full Stack Engineer,Blue Bird Group,DKI Jakarta,"As part of our effort to continue our digital transformation, and to implement our initiatives to meet customer needs, develop new capabilities, ensure new critical infrastructure, and participate in new industry ecosystem PT Bluebird Tbk is looking for a new Fullstack Engineer.What Will You DoDesign, develop, maintain, test, and analyze the software programs, applications, and reports.Design and document software specifications throughout the product life cycle.Create API exposing RESTUnderstand MVCDevelop microservices using .NET Core addtional valueWorking technical knowledge of programming languages including .net (c#), .NET Core, aspx, asmx, .net framework, entity framework, sql server, jquery, html, bootstrapCompile and analyze data, processes, and codes to troubleshoot problems and identify areas for improvement.What You NeedExcellent fluency in Indonesia, English, written & spokenMore than 3+ years of experience in Full-Stack Software Engineering (ASP .Net Framework, SQL Server, Javascript, Knlowledge of javascript framework such as React/Vue/Angular is plus, Microservices, Architectural Pattern)Have delivered successful products in the software industryExperience with Agile methodologies, including ScrumFamiliarity with product management tools (Jira, Trello, etc)Able to work in a fast-paced environment, manage multiple prioritiesLove codingWhy BlueBird Group?We have more than 25,000 fleets, from taxi, rental car, corporate car, rental bus, airport bus, school bus to logistics around Indonesia.We have more than 150 developers that split into multi product squads (cross-functional team), and we keep increasing.We always innovate our MyBlueBird app, DriverApp, BirdKirim, Corporate app, Taxi Operation, etc.Our IT culture also always be together, openness, humble, and hungry for learning, and we need these for agility.We think, mistake is needed to be successful. So, always dare to improve.Let's Apply & Join Our IT Squad!",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Senior Data Science Manager (Fintech),Clarrow,DKI Jakarta,"Senior Data Science Manager (Fintech)Technology SMEIndonesia, JakartaClarrow are currently recruiting an experienced Senior Data Science Manager to work with a cutting edge technology organisation based in Jakarta.The successful candidate shall receive a competitive salary & package; as well as the opportunity to work within a highly respected regional technology organisation.The Senior Data Science Manager shall operate as the technical lead whilst managing a team of Data professionals; this role shall report directly into the Chief Data Officer.What you will do:Mentor and guide a team of 10 x Data Scientists in developing impactful machine learning & credit risk solutionsCollaborate cross-functionally to address internal business challenges with data-driven insights.Manage end-to-end machine learning processes with a primary focus on MLOps/ML InfrastructureStay up to date with industry trends, driving innovation within the team.Communicate complex ideas effectively to technical and non-technical stakeholdersRecruit & develop the Data Science & ML teamsWhat's already expected:Bachelor's degree in Computer Science, Electrical Engineering or a related field is desirable7+ years of professional experience within the Data verticalExperience operating as a Lead Data Scientist or Data Science Manager, with exposure managing a team of 5+ Data Science professionalsProficiency in Python/R and the complete ML lifecycleStrong understanding of data preprocessing, feature selection and model evaluation.Fluency in both Bahasa & English languagesExcellent communication skills.For further information, apply using the button ^Please note due to a high volume of applications, only shortlisted candidates will be contacted.EA Registration: R1981662EA License No: 23S1704",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Head of Data Science,ConnectOne,DKI Jakarta,"Head of Data ScienceOur client is a tech consulting company and they are looking for a Head of Data Science to join a 80+ strong organization. Must haves would be to have experience in leading the data science team of a fast growing tech startup with emphasis in developing b2b products and solutions in the data analytics and predictive analytics space.Roles and ResponsibilitiesLead the Data Science Team in managing applications of all analyticsWork closely with the product and tech teams to develop products and solutions in the data analytics and predictive analytics spaceImprove data sciences capabilities by utilising various analytical techniques and toolsTranslate and explain complex models to senior managementImprove the efficiency of analytic functions and their effect on organisational performanceImplement innovative data science solutions to address business needsHire, manage and mentor high performing data science teamQualificationsMinimum a degree in Statistics, Computer Science or a related fieldIn-depth knowledge of data visualisation tools, techniques, and algorithmsAbility to work in a fast-paced environment and handle multiple projects simultaneouslyProven leadership skillsExcellent verbal and written communication skills",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Data Scientist (AVP) - Telecommunication,WeNetwork,DKI Jakarta,"About our Client:An esteemed telecommunications giant in Indonesia is pioneering an exciting fintech project, reflecting their strategic vision to innovate and reshape financial technology within the Indonesian market. They are currently looking for a seasoned data scientist to join their team.The data scientist is responsible for the data, analytics, and insights that drive the squad from ideation to learnings. You will maintain a robust “customer fact pack” (including an overarching view of the customer, clear if/then insights) and develop propensity models (e.g., next-best-action, churn prediction, channel propensity), both of which inform campaign Planning and drive additional data requests in a feedback loop. You will also support test measurement to unlock pockets of learning and value, with a focus on sub-segmentation. You will support the Marketing lead and business partners to execute any data queries from the squad.Key Responsibilities:Conduct descriptive and advanced statistical analyses to provide actionable insights, identify trends, and measure performanceBuild marketing analytics models (e.g., propensity models, next-best-action, churn prediction, channel propensity) to inform test selection, prioritizationCollect data across different data systemsPiece together data to build a clear picture of the customer, and communicate to the squad via “Customer Fact Pack”Interface with Business Lead to bring insights into the squad and drive further analysis as requiredCoach squad members on data-driven insights to inform high-impact testing hypothesesShare best practices with regard to analytics and measurementRequirements:Strong understanding of analytics, statistics, and ability to communicate, share knowledge, and visualize data such that it is easily digestibleExpertise working with large data sets, simulation/optimization, and distributed computing toolsPropensity to drive 2nd and 3rd order insights from analytics and test results to support hindsight and drive further analysisStrong background in database development and model designDeep grounding in the customer and how to use analytics to drive high impact testingOwnership mindset; customer insights are the foundation of the squad Data-driven; pushes others to maintain an impact lensEffective collaboration to drive further analysis and insightsFail-fast mentality of testing, learning, and iteratingConfidence with data and ability to move other squad members to action based on insights; unbiased approach Call for Action:If you possess the above requirements and are keen on a new challenge, please apply directly or email stanley@wenetworkasia.com.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,Frontend Developer,Group Avows,DKI Jakarta,"Bachelor DegreeMinimum 2 years experience as Frontend DeveloperMastering Javascript, ReactJS, ReactJS libraries such as Redux, Thunk, Axios etc.Mastering HTML + CSSExperience using REST/SOAP API, SYNC/ASYNC API, JSON, XMLUnderstand the concept of state management in ReactJSUnderstand the concept of microservices architecturesFamiliar with MYSQL, MSSQL, PostgreSQL DatabasesUnderstand the use of GitEnjoy to attend the interview conducted in English",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Pempem,DKI Jakarta,Have a minimum of 3 years of experience as a software developer (meaning you've been paid to write code full-time for at least 36 months).,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Ultimate Technology Solution,DKI Jakarta,Design and develop backend for web applications. Deploying backend in Linux ubuntu server. Write in clean code and good architecture.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Otto Digital,DKI Jakarta,Communicate with team leader regarding application structure and base code. Communicate with mobile apps team regarding API implementation.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,PT Bank BTPN Tbk,DKI Jakarta,"To execute software development tasks (solution design, building unit test, code development) for delivery of new features or enhancement of Digital Banking…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Techtiera Services Indonesia,DKI Jakarta,"Collaborate with Front-end developers to integrate user-facing elements with server-side logic. Liaise with developers, designers, and system administrators to…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,PT Merkle Inovasi Teknologi,DKI Jakarta,"Collaborating with the front-end developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Alatan Asasta Indonesia,DKI Jakarta,Supporting the integration of front-end and back-end components to create complete web applications. Gaining valuable insights into the full-stack development…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Livit,DKI Jakarta,Work closely with back-end developers to integrate front-end components with the platform's back-end services. Excellent communication and collaboration skills.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Jiva Agriculture,DKI Jakarta,"Write well-tested and maintainable code in Ruby on Rails and Elixir. Help source, design and implement APIs to power and enhance our apps.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,(NBS) Nusantara Beta Studio,DKI Jakarta,Mobile apps : to create API that can easily consumed by Android or IOS platform. Designer: to ensure UI UX that can be realized in code.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Front End Developer,Satu Dental Group,DKI Jakarta,Willingness to learn and stay updated on front-end technology. SatuDental is seeking a Frontend Engineer enthusiastic about developing an exceptional user…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Treessolutions,DKI Jakarta,"Minimum a Bachelor Degree (S1) in Informatics Engineering/IT. Strong in problem-solving, analytical skills, and logical approach.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,ITommey Bintang Indonesia,DKI Jakarta,Developing back-end portals with an optimized database. Responding to integration requests from front-end developers. Familiarity with SQL/NoSQL databases.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Developer,Pro Sigmaka,DKI Jakarta,Developing high-quality backend services application. Handling non financial services industry/ project. Min. 1 year of experience Back-End Programming.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Tokopedia,DKI Jakarta,"Full-SDLC cycle, with large-scale live roll-out participation as a developer. Provide technical leadership in a fast-moving, data-driven environment.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Weekend Inc,DKI Jakarta,"Responsible for producing working code and meeting the deadline. Work within a cross-functional team, collaborate with Front-End engineers (web and mobile) and…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Nukegraphic,DKI Jakarta,"Working together in web development life cycles with clients, designers, front-end developers, and the rest of the development teams to develop and maintain bug…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,Osphere Global Solutions,DKI Jakarta,"Proficiency in front-end technologies (HTML, CSS, JavaScript) and back-end technologies (e.g., Node.js, Python, Ruby on Rails, or PHP).",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Web Developer,PT Esa Jasa Indonesia,DKI Jakarta,"Mengembangkan website front end dan back end. Memastikan daya tanggap aplikasi situs web. Kandidat harus memiliki setidaknya Gelar Sarjana, Ilmu Komputer…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,Accenture,DKI Jakarta,"Architect, design, and implement large-scale and enterprise-grade Java based solutions. Assess, estimate, and support opportunities or business development in…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Back End Developer,PT Walletku Indompet Indonesia,DKI Jakarta,"Participate in the entire application lifecycle, focusing on coding and debugging; Trouble-shooting and problem solving on core application in production…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
linkedin,"IT Developer (Java, PHP, .NET, Reactjs)",PT. Astra Graphia Information Technology (AGIT),DKI Jakarta,"Write clean, secure, test driven, easily maintainable and modular codes.Translate application requirements into functional applications.Identify bottlenecks and bugs, and give solutions to these problems.Write technical procedures and documentation for the applications including operations, user guide, etc.Work with other team members.Minimum QualificationsMinimum S1 all major background (preferred in Information technology.Self-motivated and takes accountability and ownership for work under minimum supervisionAbility to develop using Application Lifecycle Management tools (GIT).Having good knowledge on .NET Framework Foundation namespace (Collections, Data, Linq, Web, Transaction).Having good knowledge on HTML, CSS, JavaScript.Working knowledge on Web Services, WCF (REST, SOAP, etc.), Web API, T-SQL.Solid working knowledge on .NET Core using C#.Proficiency in Object Oriented Programming (Inheritance, Encapsulation, and Polymorphism).Experience: 2-3 years of relevant experience on .Net Framework programming language",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Data Analyst,Kompas Gramedia,DKI Jakarta,"Perform exploratory data analysis to understand patterns, trends, and anomalies in the data. Apply statistical models and do data visualisation to extract…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Data Analyst,Ivosights,DKI Jakarta,"Disukai Mengerti SPSS, Python atau Tools pengelolahan data lainnya. Sumber data Social Media Analysis & Digital (dalam Bentuk Report).",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Data Analyst,Lamina Pain and Spine Center,DKI Jakarta,Terampil dalam pengolahan data statistik. Mengetahui bagaimana mengelola model data hingga pengembangan database. Memahami tren dan segmentasi pasar.,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Data Analyst,Indofood CBP,DKI Jakarta,"Mengambil data dari sumber data primer atau sekunder dan maintain database/data system. Memiliki kemampuan mengenai data models, database design development,…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Data Scientist,PT Elabram Systems,DKI Jakarta,"Review, identify, and verify data sources and ensure data authenticity. Able to operate data visualization tools i.e. power BI and Tableau.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Data Analyst,Ekan Indonesia,DKI Jakarta,Creating SQL queries including performance tuning and data analysis. Collaborating with team members for the purpose of collecting data and executing the…,276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Data Analyst Manager,"MUFG Bank, Ltd., Jakarta Branch",DKI Jakarta,"Implement business process improvements in reporting activities and enhance data quality. Review existing management reporting processes and reports, provide…",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Data Analyst,Elabram Systems Sdn Bhd,DKI Jakarta,"Review, identify and verify data sources and ensure data authenticity. Able to operate data visualization tools i.e. power BI and Tableau.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Data Analyst,PT Dua Empat Tujuh,DKI Jakarta,"Experience in big data technologies, especially Spark/PySpark. Bachelor’s degree in computer science, information technology, or equivalent.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
indeed,Data Analyst,Seven Retail Group,DKI Jakarta,"Generate insights based on data. Proficiency in data analysis tools and software. Previous experience in data analysis, business analytics.",276.0,701366.0,178329.0,182960.0,85.67,53.73,10562.1,10609.7,10.95,8.5
